아이디,한글,교정된한글,label
  @user-yq5pe2oy5i,와 진짜 고음파트 완벽함 춤 추면서 이 정도로 잘부르는거 어려움 ,와 진짜 고음 파트 완벽함 춤추면서 이 정도로 잘 부르는 거 어려움 ,1
  @mbb3469,안유진 폼미쳤다 이제 이쁘기만한애들은 아이돌못하겠다 성격좋아노래잘해얼굴이뻐기럭지미쳤구춤잘춰예능케 빠지는게없는 안유진같은애들이 있어서안유진은 대체 못하는게뭐야,안유진 폼 미쳤다 이제 이쁘기만 한 애들은 아이돌 못하겠다 성격좋아노래잘해얼굴이뻐기럭지미쳤구춤잘춰예능케 빠지는 게 없는 안유진 같은 애들이 있어서 안유진은 대체 못하는 게 뭐야,1
  @be-bw3ci,첫방부터 라이브 진짜멋지네,첫방부터 라이브 진짜 멋지네,1
  @user-ty4dx7ut8g,리즈 미쳤다 완전 멋있다,리즈 미쳤다 정말 멋있다,1
  @user-oq7jg9mc7v,이서도 참 잘한다,이서도 참 잘한다,1
  @rae-mp9jj,안유진 중심 딱 잡아주는거보소괜히 리더가 아니다,안유진 중심 딱 잡아주는 거 보소 괜히 리더가 아니다,1
  @yam3251,이서도 진짜의외로 너무잘하네요,이서도 진짜 의외로 너무 잘하네요,1
  @holiday1611,유진이랑 리즈는 잘하는거 알았는데 이서도 잘한다,유진이랑 리즈는 잘하는 거 알았는데 이서도 잘한다,1
  @user-oj6od3ee7u,리즈아  너무 잘한다 ,리즈 아  너무 잘한다 ,1
  @user-rm4px6xd8p,안유진 리즈는 이래서 안 좋아할래야 안 좋아할 수가 없다 원래도 잘하고 있었던 거 알지만 이번엔 진짜 이 악물고 라이브 다 하는 게 느껴짐,안유진 리즈는 이래서 안 좋아하려야 안 좋아할 수가 없다 원래도 잘하고 있었던 거 알지만 이번엔 진짜 이 악물고 라이브 다 하는 게 느껴짐,1
  @user-fj7pf3rp7k,안유진 너무 완벽해,안유진 너무 완벽해,1
  @hansk9582,안유진 리즈 이서 세명이 완벽하네요,안유진 리즈 이서 세명이 완벽하네요,1
  @Master-rj5jl,와라이브 연습 엄청 많이 했네특히 리즈 유진 이서 칭찬해,와 라이브 연습 엄청 많이 했네 특히 리즈 유진 이서 칭찬해,1
  @psps1102,리즈유진이서 노래 너무 잘부른다 라이브 너무 잘해 지금처럼 리즈 파트 많이 주세요 ,리즈 유진이 서 노래 너무 잘 부른다 라이브 너무 잘해 지금처럼 리즈 파트 많이 주세요 ,1
  @user-st9cp5bv1p,원영이랑 가을이 조금만 더 연습시켜서 다음 컴백 때는 레전드 찍자,원영이랑 가을이 조금만 더 연습시켜서 다음 컴백 때는 레전드 찍자,1
  @hyeons_00-,라이브 미쳤다,라이브 미쳤다,1
  @NateCK88,이 앞에 라이브랑 너무 달라졌네 진짜  노력이 대단하다 특히 보컬라인들,이 앞에 라이브랑 너무 달라졌네 진짜  노력이 대단하다 특히 보컬라인들,1
  @max4599dd,안유진이랑 리즈가 둘이서 여기서 부터 후렴 다 조지고 있는거 같은데대단하다 다른 팀원들한테 본인 목소리로 샷으로 나눠주는 것도,안유진이랑 리즈가 둘이서 여기서부터 후렴 다 조지고 있는 거 같은데 대단하다 다른 팀원들한테 본인 목소리로 샷으로 나눠주는 것도,1
  @user-lc4qt5rb3r,진짜 다 잘한다,진짜 다 잘한다,1
  @user-dy6jk3oh8l,라이브 진짜 최고다,라이브 진짜 최고다,1
  @user-wq6su1dq5e,진짜 실력 존나 늘었다이서도 늘었고 ,진짜 실력 존나 늘었다 이서도 늘었고 ,1
  @Ssumu,리즈 유진이 고음 미쳤다,리즈 유진이 고음 미쳤다,1
  @minmin-kz9rr,이쁘고 춤도 잘추는데 노래도 잘하고 못하는게 뭐야 갓기들,이쁘고 춤도 잘 추는데 노래도 잘하고 못하는 게 뭐야 갖기 들,1
  @illliiilillil5188,장원영 안부르는건 그냥 디폴트냐궄큐 아무도 뭐라고 안해,장원영 안 부르는 건 그냥 디폴트냐궄큐 아무도 뭐라고 안 해,0
  @user-du7xn3wn4c,목소리가 작아서 그렇지 원영이 부르고 있어요 소리키워서 한번만 들어주세요,목소리가 작아서 그렇지 원영이 부르고 있어요 소리 키워서 한 번만 들어주세요,1
  @user-lk7qd1lm9d,후렴부분 센터 번있는데 안부르는것같은데요,후렴 부분 센터 번져있는데 안 부르는 것 같은데요,0
  @klay5613,장원영 욕먹을만하다 본업이 가수인데 저정도로 실력이 안는다면 노력을 안하는거임,장원영 욕먹을만하다 본업이 가수인데 저 정도로 실력이 안는다면 노력을 안 하는 거임,0
  @wooheung,억지쉴드는 그만합시다 그런다고 나아질게 없어요,억지 실드는 그만합시다 그런다고 나아질 게 없어요,1
  @hyoyounlee6086,장원영도 노력 하겠지 옛날에 노래 별로 못했는데 저정도면 는거임그리고 안무도 저렇게 빡센데 잘 안들릴 수 있음,장원영도 노력하겠지 옛날에 노래 별로 못했는데 저 정도면 는 거임 그리고 안무도 저렇게 빡센데 잘 안 들릴 수 있음,1
  @user-mv7cw2to6g,그럼 춤을 덜 추고 노래를 불러야 하는 거 아니노 가수의 본분이 노래인데,그럼 춤을 덜 추고 노래를 불러야 하는 거 아니나 가수의 본분이 노래인데,0
  @insider_honcha0630,안부른건 아닌거같은데목소리 넘 작아서 안부르는거나 마찬가지긴 함,안 부른 건 아닌 거 같은데 목소리 너무 작아서 안 부르는 거나 마찬가지긴 함,0
  @hnhn8995,춤을 덜 추면 무대가 심심하잖음 노래는 가릴 수 있어도 춤은 못 가리는데 그럼 일단 보기라도 재밌어야지 어쩌겠음 ,춤을 덜 추면 무대가 심심하잖음 노래는 가릴 수 있어도 춤은 못 가리는데 그럼 일단 보기라도 재밌어야지 어쩌겠음 ,1
  @user-uh2cw4jx9m,리즈랑 유진이 고음 미쳤네리즈 음색 개좋음,리즈랑 유진이 고음 미쳤네 리즈 음색 게 좋음,1
  @user-jj1uf1zd4b,리즈 유진은 진짜 노래 자체를 수준급으로 잘하고 레이도 안나왔지만 평균이상은 하는 것 같고 이서도 평균에서 더 잘하려고 노력하는게 보기 좋고 장원영이랑 가을만 평균으로만 좀 올리면 이제 라이브로 까이는 건 딱히 없을 듯 일레븐이나 아이엠 처럼만 파트분배해줘도 너무 좋을 것 같다 고음 유진 리즈 주고 킬포 리즈 주고 랩을 레이 조금 가을 많이 주고 레이는 보컬도 잘해서 일반 보컬 파트 더 많이 줘도 될 듯 이서도 보컬파트 주면 될 것 같고 장원영은 저음 음색 돋보이는 파트챙겨줬으면,리즈 유진은 진짜 노래 자체를 수준급으로 잘하고 레이도 안 나왔지만 평균 이상은 하는 것 같고 이서도 평균에서 더 잘하려고 노력하는 게 보기 좋고 장원영이랑 가을만 평균으로만 좀 올리면 이제 라이브로 까이는 건 딱히 없을 듯 일레븐이나 아이엠처럼만 파트 분배해 줘도 너무 좋을 것 같다 고음 유진 리즈 주고 킬 포 리즈 주고 랩을 레이 조금 가을 많이 주고 레이는 보컬도 잘해서 일반 보컬 파트 더 많이 줘도 될 듯 이서도 보컬 파트 주면 될 것 같고 장원영은 저음 음색 돋보이는 파트 챙겨줬으면,1
  @user-h77wekp9,이거 영상 유명해졌음 좋겠다 아이브 흥해라 유진 리즈는 고음 완벽하게 하는 거 말 할 것도 없고 다른 멤버들도 라이브 많이 노력하는 거 티난다  목 안 상하게 파이팅,이거 영상 유명해졌으면 좋겠다 아이브 흥해라 유진 리즈는 고음 완벽하게 하는 거 말할 것도 없고 다른 멤버들도 라이브 많이 노력하는 거 티 난다  목 안 상하게 파이팅,1
  @flymetothegom,다들 유진이랑 리즈 얘기만 해서 몰랐는데 생각보다 이서가 너무 잘해,다들 유진이랑 리즈 얘기만 해서 몰랐는데 생각보다 이서가 너무 잘해,1
  @oo-yd9zv,유진 리즈도 진짜 대단하다 생각했는데 이서 진짜 안정적이다,유진 리즈도 진짜 대단하다 생각했는데 이서 진짜 안정적이다,1
  @user-sv5bo8bv8w,원영이는 진짜 우짜면 좋을꼬논란이 그렇게 많았는데도 이러는 건 진짜 노력해도 라이브는 극복이 안 되는지 이제 그냥 은은하게 부르는 듯 안 부르는 스타일로 굳혀버린 듯음원 같은데서 들으면 의외로 음색 좋고 한자리 하던데 라이브로는 진짜 그렇게 안 되나 잘해서 논란 찢어버리는 모습 좀 보고싶음,원영이는 진짜 어쩌면 좋을꼬 논란이 그렇게 많았는데도 이러는 건 진짜 노력해도 라이브는 극복이 안 되는지 이제 그냥 은은하게 부르는 듯 안 부르는 스타일로 굳혀버린 듯 임원 같은 데서 들으면 의외로 음색 좋고 한자리 하던데 라이브로는 진짜 그렇게 안 되나 잘해서 논란 찢어버리는 모습 좀 보고 싶음,0
  @user-nr2ws7iz9i,이쁜척 조금만 덜하고 노래에 집중하면 더 잘 할 수 있을 텐데,이쁜 척 조금만 덜하고 노래에 집중하면 더 잘할 수 있을 텐데,0
  @user-jg8bm4mc4i,최근 영상 엠알제거 한거 보니까 그래도 부르더라고요,최근 영상 엠알 제거한 거 보니까 그래도 부르더라고요,1
  @user-fu2nv6xt7u,자신 없어서 안부르는 것 보다 음이탈나도 자신감있게 부르는 게 더 멋짐리즈랑 이서 응원합니다,자신 없어서 안 부르는 것보다 음이 탈 나도 자신감 있게 부르는 게 더 멋짐 리즈랑 이서 응원합니다,1
  @T_xx-cd8wd,이서 많이 늘었다 잘해 본인 할만큼 확실히 하네 전체적으로 다 앺라 럽다때보다 훨 잘한다 리즈유진은 말할것도 없고,이서 많이 늘었다 잘해 본인 할 만큼 확실히 하네 전체적으로 다 앺라 롭다 때보다 훨씬 잘 한다 리즈 유진은 말할 것도 없고,1
  @jujujujukim,리즈 표정 변화도 없이 부르는거  유진도 잘부른다 ,리즈 표정 변화도 없이 부르는 거  유진도 잘 부른다 ,1
  @NO_NAME_331,리즈 음색 쩐다,리즈 음색 쩐다,1
  @eunbi0603,와 진짜 미쳤다,와 진짜 미쳤다,1
  @user-eh6nf7mv3z,와 안유진 시원하게 고음 다 뽑아버리네 대단 ,와 안유진 시원하게 고음 다 뽑아버리네 대단 ,1
  @poppp5652,유진 이서 리즈 넘 잘한다,유진 이서 리즈 너무 잘한다,1
  @saieim.j2920,프로듀스  첫무대때 유진이는 라이브 잘했다고 생각했고 그때부터 팬이 됐는데 역시 내 기대를 저버리지 않았어 안유진아이팅  리즈 고음 대박  가성이서짱 역시 비쥬얼 탑티어 장원영,프로듀스  첫 무대 때 유진이는 라이브 잘했다고 생각했고 그때부터 팬이 됐는데 역시 내 기대를 저버리지 않았어 안유진 아이틴  리즈 고음 대박  가성 이서 짱 역시 비주얼 탑티어 장원영,1
  @shink1565,잘 생각해 보면 스타십은 시스타 만들어낸 기획사니까 아이브 보컬이 점점 강해지고 안정적으로 되가는것도 납득이 가네아이브 짱,잘 생각해 보면 스타십은 시스타 만들어낸 기획사니까 아이브 보컬이 점점 강해지고 안정적으로 돼가는 것도 납득이 가네 아이브 짱,1
  @Nuclear_Launch,효린 대박이져,효린 대박이죠,1
  @user-cl1bf8rg3e,노래 진짜 잘부른다 아이브 최고최고,노래 진짜 잘 부른다 아이브 최고 최고,1
  @user-nq9lg7mi6b,리즈 유진 대박이다진짜 쾌감쩔어 리즈파트많아진거 넘조악,리즈 유진 대박이다 진짜 쾌감 절어 리즈 파트 많아진 거 넘지 악,1
  @user-io9sh5wg7y,리즈유진 둘이서 싸비 다 부르는거 미쳤다,리즈 유진 둘이서 사비 다 부르는 거 미쳤다,1
  @mingo5848,유진 리즈가 이번에 라이브 존나 찢네 둘이 같이 부르니깐 시너지 쩐다,유진 리즈가 이번에 라이브 존나 찢네 둘이 같이 부르니깐 시너지 쩐다,1
  @mingo5848,내가 우찌 아노,내가 어찌 아노,1
  @user-wl2sn6td8s,유진 리즈 노래 왤케 잘해,유진 리즈 노래 왜 이렇게 잘해,1
  @user-yv4fd7ft9e,가을 이서 진짜 많이 늘었다,가을 이서 진짜 많이 늘었다,1
  @user-dt5hd3ut9e,안유진이 진짜 체고야,안유진이 진짜 체고야,1
  @mood4319,유진이랑 지원이는 소름 돋게 잘한다,유진이랑 지원이는 소름 돋게 잘한다,1
  @nct.ZEN.,원영이두 라이브 열심히 해주면 좋겠다,원영이도 라이브 열심히 해주면 좋겠다,0
  @woojinkim744,노래하면 죽는병있음,노래하면 죽는 병 있음,0
  @user-es4ql9tn4h,리즈랑 안유진 넘 잘한다,리즈랑 안유진 너무 잘한다,1
  @ddadda96,안유진님 고음 미쵸땅그리고 이서님은 그 특유의 목소리가 그그 데즈아 뷰의요런 너낌이자나요 진짜 요노랴에서 잘살린듯,안유진 님 고음 미쵸땅그리고 이서님은 그 특유의 목소리가 그 그 데즈카 뷰의 요런 너 낌이잖아요 진짜 요 노래에서 잘 살린 듯,1
  @queen__minnie,왜 한명은 여전하냐 나머지는 너무 잘하네,왜 한 명은 여전하냐 나머지는 너무 잘하네,1
  @kmchae11,최근 음중 라이브 보세요 장원영 목소리 크게 냈어요 이때 왜 안 냈는지 저도 의문,최근 음중 라이브 보세요 장원영 목소리 크게 냈어요 이때 왜 안 냈는지 저도 의문,1
  @in._.hye0330,복붙인가 쉴드 그만좀,복부 친가 실드 그만 좀,0
  @user-jg8bm4mc4i,그러면 뭐 항명만 욕함못한다고 욕하면서 늘었다고 하면 복붙 이지랄하고 뭐 어쩌라는,그러면 뭐 항명만 욕함 못한다고 욕하면서 늘었다고 하면 복붙 이 지랄하고 뭐 어쩌라는,0
  @in._.hye0330,찾아보렴 복붙맞으니까 그렇지 아이브 데뷔몇년차인지 앎 나머지 다 늘었는데 댓글들 조금만 찾아봐도 장원영 실력 얘기하고있음 저 영상 하나만 봐도 아는사실인데 얼굴도 되는데 노력을 안해서 이젠 하다못해 주변멤이랑 비교까지 됨 눈막귀막하면서 쉴드쳐주면 발전있을거라고봄 사람들이 비판하는건 다 이유가있는거란다,찾아보렴 복붙맞으니까 그렇지 아이브 데뷔 몇 년 차인지 앎 나머지 다 늘었는데 댓글들 조금만 찾아봐도 장원영 실력 얘기하고 있음 저 영상 하나만 봐도 아는 사실인데 얼굴도 되는데 노력을 안 해서 이젠 하다못해 주변 멤이랑 비교까지 됨 눈막귀막하면서 실드 쳐주면 발전 있을 거라고 봄 사람들이 비판하는 건 다 이유가 있는 거란다,0
  @kmchae11,노력을 안하는 게 아니라고 말 하는 거잖음 어차피 다 똑같은 말하는데 복붙 하면 안됨 장원영 인기가요 키치 보셈 눈귀막귀하는 거 아니고 장원영 라이브 열심히 했음 열심히 하는데도 그 부분을 안 보고 다른 부분을 보니깐 쉴드가 아닌 팩트를 말했을뿐,노력을 안 하는 게 아니라고 말하는 거잖음 어차피 다 똑같은 말 하는데 복붙 하면 안 됨 장원영 인기가요 키치 보세요 눈귀막귀하는 거 아니고 장원영 라이브 열심히 했음 열심히 하는데도 그 부분을 안 보고 다른 부분을 보니깐 실드가 아닌 팩트를 말했을 뿐,1
